Pengajuan via	No. Aju	Tgl Aju	No. K.1.1	Tgl K.1.1	UPT	Satpel	Tempat Periksa	Alamat Tempat Periksa	Tgl Periksa	Pemohon	Alamat Pemohon	Identitas Pemohon	Pengirim	Alamat Pengirim	Identitas Pengirim	Penerima	Alamat Penerima	Identitas Penerima	Asal	Daerah Asal	Pelabuhan Asal	Tujuan	Daerah Tujuan	Pelabuhan Tujuan	Moda Alat Angkut	Nama Alat Angkut	Nomor Voyage	Jenis Kemasan	Jumlah Kemasan	Tanda Kemasan	Nomor Dokumen	Nomor Seri	Tgl Dokumen	Klasifikasi	Komoditas	Nama Tercetak	Kode HS	volumeP1	volumeP2	volumeP3	volumeP4	volumeP5	volumeP6	volumeP7	volumeP8	satuan	Harga Barang (Rp)	Kontainer	Dokumen Pendukung
PTK	14033IMT250227150324YIM0HM	27/02/2025 15:04	2025-T2.0-1403.3-K.1.1-000007	24/02/2025 14:07	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	Pelabuhan Laut Bengkalis	PELABUHAN BENGKALIS		24/02/2025 10:07	CV. GRAHA JAYA MANDIRI	JL. YOS SUDARSO RT.004 RW.002 KEL. BENGKALIS KMOTA, KAB. BENGKALIS	'9336477522190000000000	SYARIKAT AMIN AGENCY	JL. SHAHBANDAR 83000 BATU PAHAT - MALAYSIA	'02	CV. GRAHA JAYA MANDIRI	JL. YOS SUDARSO RT.004 RW.002 KEL. BENGKALIS KMOTA, KAB. BENGKALIS	'9336477522190000000000	INDIA		Batu Pahat	INDONESIA	KABUPATEN BENGKALIS	Bengkalis	Laut	KLM. RITA 10	-	Bag, gunny	700	-	2025-T2.0-1403.3-K.9.2-000007	SDLFOX8	28/02/2025 09:42	Produk tumbuhan yang tidak diolah - Berbentuk biji, butiran, tepung, bubuk, serbuk, serat, pelet, lempengan/cake	KACANG TANAH	KACANG TANAH	'12024200	17,5	0	0	0	0	0	0	17,5	ton	525.000.000		
PTK	14000IMT2412271225375U0FOP	27/12/2024 13:47	2024-T2.0-1400.0-K.1.1-000044	30/12/2024 08:29	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	UPT Induk	Pelabuhan PT. INDAH KIAT PULP & PAPER TBK	Jl. Raya Minas - Perawang Km 26, Kec. Tualang, Kab. Siak 28772, Riau - Indonesia	30/12/2024 09:30	PT. INDAH KIAT PULP & PAPER TBK	GEDUNG SINAR MAS LAND PLAZA MENARA 2 LT. 9 JL MH. THAMRIN, 51, GONDANGDIA, MENTENG, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA, 10350	'0010005668092000092000	PHU THAI GLOBAL CORPORATION	D3 STREET, PHU MY 2 INDUSTRIAL PARK EXPANSION, TAN PHUOC WARD, PHU MY TOWN, BA RIA-VUNG TAU PROVINCE, VIETNAM	'0	PT. INDAH KIAT PULP & PAPER TBK	JL. RIAU NO.105	'0010005668092000092000	VIETNAM		Phu My	INDONESIA	KABUPATEN SIAK	Perawang, Sumatra	Laut	BG. MARGAUX	-	"Bulk, solid, large particles (""nodules"")"	1		2024-T2.0-1400.0-K.9.2-000044	STACCG1	31/12/2024 07:36	Produk tumbuhan yang tidak diolah - Berbentuk batangan (termasuk kayu)	KAYU AKASIA	Acacia Woodchips for Pulping Use	'44012200	7.624,62	0	0	0	0	0	0	7.624,62	ton	11.894.592.464		"Packing List No. AR-HWHK2412WC-050PL Tanggal: 2024-12-23; Invoice No. AR-HWHK2412WC-050 Tanggal: 2024-12-23; Bill of Lading (BL) No. MMG002 Tanggal: 2024-12-19; Phytosanitary Certificate No. 000282/24/0203 Tanggal: 2024-12-20"
PTK	14000IMT250607095828JFSVJP	07/06/2025 11:09	2025-T2.0-1400.0-K.1.1-000192	10/06/2025 07:49	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	UPT Induk		BUATAN	09/06/2025 09:00	PT. RIAU ANDALAN KERTAS	JL. Teluk Betung No.31/Kebon Melati, Tanah Abang, Kota ADM.Jakarta, DKI Jakarta	'0017400268092000000000	FORINDO PTE LTD ON BEHALFOF EIAMHENG TAPIOCA STARCH INDUSTRY COLTD	BLOK 513 KAMPONG BAHRU ROAD HEX01-121 KEPPEL DISTRIPARK SINGAPORE 099449	'099449	PT. RIAU ANDALAN KERTAS	JL. Teluk Betung No.31/Kebon Melati, Tanah Abang, Kota ADM.Jakarta, DKI Jakarta	'0017400268092000000000	THAILAND		LAEM CHABANG	INDONESIA	KABUPATEN PELALAWAN	Buatan	Laut	MARCOPOLO 182	091-2503	Bag	500		2025-T2.0-1400.0-K.9.2-000192	053F4OC	11/06/2025 07:55	Produk tumbuhan yang tidak diolah - Berbentuk biji, butiran, tepung, bubuk, serbuk, serat, pelet, lempengan/cake	TEPUNG TAPIOKA	TEPUNG TAPIOKA	'11081400	426,5	0	0	0	0	0	0	426,5	ton	2.570.400.000	"No. MGEU2200836 Seal: MCL0144673; No. MGEU1916092 Seal: MCL0144662; No. MGEU2203917 Seal: MCL0144664; No. DRYU2565230 Seal: MCL0144677; No. MGEU2003544 Seal: MCL0144757; No. MGEU1902041 Seal: MCL0144687; No. GESU3971112 Seal: MCL0144679; No. RFCU2247952 Seal: MCL0144668; No. MGEU1912501 Seal: MCL0144663; No. MGEU2200688 Seal: MCL0144689; No. MGEU2005824 Seal: MCL0144760; No. MGEU1902890 Seal: MCL0144753; No. MGEU2181741 Seal: MCL0144756; No. TEMU3996195 Seal: MCL0144667; No. MGEU2106389 Seal: MCL0144759; No. MGEU1917041 Seal: MCL0144665; No. MGEU1900959 Seal: MCL0144754; No. MGEU1913339 Seal: MCL0144674; No. MGEU2000165 Seal: MCL0144680; No. MGEU2009970 Seal: MCL0144755; No. CRSU1317378 Seal: MCL0144670; No. PALU5013102 Seal: MCL0144669; No. DRYU2332265 Seal: MCL0144678; No. MAGU2354693 Seal: MCL0144758; No. MGEU2403216 Seal: MCL0144666"	"Phytosanitary Certificate No. TH6805049713 Tanggal: 2025-05-28; Invoice No. 164/25 Tanggal: 2025-05-09; Bill of Lading (BL) No. SB/M182-091/2503 Tanggal: 2025-06-05; Packing List No. 164/25 Tanggal: 2025-05-09"
PTK	14000IMT250203182931GZJA9P	07/02/2025 09:39	2025-T2.0-1400.0-K.1.1-000046	10/02/2025 09:15	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	UPT Induk	PELABUHAN BUATAN		10/02/2025 08:48	PT. RIAU ANDALAN KERTAS	JL. Teluk Betung No.31/Kebon Melati, Tanah Abang, Kota ADM.Jakarta, DKI Jakarta	'0017400268092000000000	FORINDO PTE LTD ON BEHALF OF POON PHOL CO LTD	KAMPONG BAHRU ROAD, HEX01-121 KEPPEL DISTRIPARK, SINGAPORE 099449	'099449	PT. RIAU ANDALAN KERTAS	JL. Teluk Betung No.31/Kebon Melati, Tanah Abang, Kota ADM.Jakarta, DKI Jakarta	'0017400268092000000000	THAILAND		LAEM CHABANG	INDONESIA	KABUPATEN PELALAWAN	Buatan	Laut	MARCOPOLO 298-148	2503	Bag	900		2025-T2.0-1400.0-K.9.2-000046	MYELTK	11/02/2025 08:34	Produk tumbuhan yang tidak diolah - Berbentuk biji, butiran, tepung, bubuk, serbuk, serat, pelet, lempengan/cake	TEPUNG TAPIOKA	TEPUNG TAPIOKA	'11081400	767,16	0	0	0	0	0	0	767,16	ton	4.424.382.396	"No. OBLU3319020 Seal: OBLU238266; No. TEMU0628369 Seal: OBLU238264; No. TGHU3374193 Seal: OBLU238286; No. OBLU3324263 Seal: OBLU238254; No. TEMU5605469 Seal: OBLU238271; No. OBLU3320674 Seal: OBLU238281; No. CXDU1758819 Seal: OBLU238289; No. GESU1058017 Seal: OBLU238269; No. SEGU1231045 Seal: OBLU238252; No. OBLU3319483 Seal: OBLU238256; No. OBLU3331787 Seal: OBLU238257; No. PASU2016398 Seal: OBLU238258; No. FCIU4551110 Seal: OBLU238272; No. GESU3626245 Seal: OBLU238279; No. OBLU3321916 Seal: OBLU238259; No. CLHU3793830 Seal: OBLU238276; No. TEMU0217542 Seal: OBLU238291; No. CRSU1311955 Seal: OBLU238268; No. OBLU3319035 Seal: OBLU238260; No. OBLU3313947 Seal: OBLU238293; No. CLHU3770619 Seal: OBLU238275; No. CXDU1010386 Seal: OBLU238292; No. OBLU3319858 Seal: OBLU238284; No. SEGU1985868 Seal: OBLU238282; No. DFSU2433507 Seal: OBLU238287; No. DFSU3065246 Seal: OBLU238255; No. FCIU3593390 Seal: OBLU238263; No. FCGU2322570 Seal: OBLU238283; No. OBLU3319499 Seal: OBLU238285; No. SEGU3400308 Seal: OBLU238250; No. CLHU3753231 Seal: OBLU238274; No. FCIU2507632 Seal: OBLU238277; No. OBLU3313968 Seal: OBLU238270; No. CXDU1934559 Seal: OBLU238249; No. OBLU3319570 Seal: OBLU238278; No. MAGU2532429 Seal: OBLU238280; No. TEMU4053452 Seal: OBLU238253; No. OBLU3321222 Seal: OBLU238273; No. OBLU3324089 Seal: OBLU238265; No. OBLU3321834 Seal: OBLU238251; No. MAGU2503729 Seal: OBLU238267; No. SEGU2203650 Seal: OBLU238261; No. OBLU3314748 Seal: OBLU238288; No. CRXU1630321 Seal: OBLU238290; No. GESU3666253 Seal: OBLU238262"	"Packing List No. PPC-012/25 Tanggal: 2025-01-23; Phytosanitary Certificate No. TH6802003312 Tanggal: 2025-02-05; Bill of Lading (BL) No. SB/M298-148/2503 Tanggal: 2025-01-30; Invoice No. PPC-012/25 Tanggal: 2025-01-23"
PTK	14000IMT250412134653PQ56HP	12/04/2025 14:04	2025-T2.0-1400.0-K.1.1-000130	14/04/2025 08:39	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	UPT Induk	PT. INDAH KIAT PULP & PAPER TBK	Jl. Raya Minas - Perawang Km 26, Kec. Tualang, Kab. Siak 28772, Riau - Indonesia	14/04/2025 09:30	PT. INDAH KIAT PULP & PAPER TBK	JL. RIAU NO.105	'0010005668092000092000	NEW DIAMON STARCH CO. LTD.	99 MOO 8 KHLONGKLUNG, KHLONGKLUNG KAMPHAENGPHET, THAILAND 62120	'0	PT. INDAH KIAT PULP & PAPER TBK	JL. RIAU NO.105	'0010005668092000092000	THAILAND		LAEM CHABANG	INDONESIA	KABUPATEN SIAK	Perawang, Sumatra	Laut	LOW KIM CHUAN 48	L482515	Bag	300		2025-T2.0-1400.0-K.9.2-000130	X4VWP0N	15/04/2025 10:00	Produk tumbuhan yang tidak diolah - Berbentuk biji, butiran, tepung, bubuk, serbuk, serat, pelet, lempengan/cake	TEPUNG TAPIOKA	NATIVE TAPIOCA STARCH	'11081400	257,7	0	0	0	0	0	0	257,7	ton	1.564.794.750	"No. EMCU6003196 Seal: ; No. EMCU6406550 Seal: ; No. TEMU4068196 Seal: ; No. EGHU3717174 Seal: ; No. GLDU9745567 Seal: ; No. EGHU3777018 Seal: ; No. DRYU2690422 Seal: ; No. EGHU3580013 Seal: ; No. TRHU3704738 Seal: ; No. EMCU6277730 Seal: ; No. EGHU3446848 Seal: ; No. EMCU6404809 Seal: ; No. EGHU3217970 Seal: ; No. DRYU2679188 Seal: ; No. TRHU1197969 Seal:"	"Invoice No. NDS-48/2025 Tanggal: 2025-03-04; Packing List No. NDS-48/2025 Tanggal: 2025-03-04; Fumigation Certificate No. NDW2025/02744 Tanggal: 2025-03-17; Phytosanitary Certificate No. TH6803016415 Tanggal: 2025-03-17; Bill of Lading (BL) No. TPPPER2504003 Tanggal: 2025-04-11"
PTK	14000IMT250108154752S6UG7P	08/01/2025 16:29	2025-T2.0-1400.0-K.1.1-000016	10/01/2025 08:51	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	UPT Induk	PT. INDAH KIAT PULP & PAPER TBK	Jl. Raya Minas - Perawang Km 26, Kec. Tualang, Kab. Siak 28772, Riau - Indonesia	10/01/2025 09:30	PT. INDAH KIAT PULP & PAPER TBK	JL. RIAU NO.105	'0010005668092000092000	CHOKYUENGYONG INDUSTRY CO.,LTD.	100 MOO 5 PONGDAENG KHAMTHALESO NAKHONRATCHASIMA 30280 THAILAND	'0	PT. INDAH KIAT PULP & PAPER TBK	JL. RIAU NO.105	'0010005668092000092000	THAILAND		LAEM CHABANG	INDONESIA	KABUPATEN SIAK	Perawang, Sumatra	Laut	LOW KIM CHUAN 138	L382501	Bag	600		2025-T2.0-1400.0-K.9.2-000016	6DKIWB	13/01/2025 08:53	Produk tumbuhan yang tidak diolah - Berbentuk biji, butiran, tepung, bubuk, serbuk, serat, pelet, lempengan/cake	TEPUNG TAPIOKA	NATIVE TAPIOCA STARCH	'11081400	511,5	0	0	0	0	0	0	511,5	ton	3.188.401.700	"No. EITU0276100 Seal: ; No. EITU0002840 Seal: ; No. EMCU6422839 Seal: ; No. BEAU2505365 Seal: ; No. EISU2345655 Seal: ; No. GLDU9749578 Seal: ; No. TLLU2045382 Seal: ; No. EITU0295158 Seal: ; No. EISU2345742 Seal: ; No. EMCU6287430 Seal: ; No. FYCU7163613 Seal: ; No. EGHU3559886 Seal: ; No. EGHU3706170 Seal: ; No. EGSU3369405 Seal: ; No. EGHU3458005 Seal: ; No. EITU0011708 Seal: ; No. TEMU4273170 Seal: ; No. EGHU3363980 Seal: ; No. EGHU3287535 Seal: ; No. EISU2341388 Seal: ; No. EGSU3355211 Seal: ; No. EGHU3906250 Seal: ; No. EGHU3239780 Seal: ; No. EITU3178875 Seal: ; No. EITU0010912 Seal: ; No. EGHU3867683 Seal: ; No. EITU3007851 Seal: ; No. EITU0543022 Seal: ; No. EITU3180255 Seal: ; No. EITU3151299 Seal:"	"Packing List No. IV24202 Tanggal: 2024-12-11; Phytosanitary Certificate No. TH6712026284 Tanggal: 2024-12-25; Fumigation Certificate No. TAC/F/3832/2024 Tanggal: 2024-12-23; Invoice No. IV24202 Tanggal: 2024-12-11; Bill of Lading (BL) No. TPPPER2501002 Tanggal: 2025-01-05"
PTK	14000IMT2509180856019Z74OP	18/09/2025 10:09	2025-T2.0-1400.0-K.1.1-000276	19/09/2025 10:10	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	UPT Induk		BUATAN	19/09/2025 09:00	PT. RIAU ANDALAN KERTAS	JL. Teluk Betung No.31/Kebon Melati, Tanah Abang, Kota ADM.Jakarta, DKI Jakarta	'0017400268092000000000	FORINDO PTE LTD ON BEHALFOF EIAMHENG TAPIOCA STARCH INDUSTRY COLTD	BLOK 513 KAMPONG BAHRU ROAD HEX01-121 KEPPEL DISTRIPARK SINGAPORE 099449	'099449	PT. RIAU ANDALAN KERTAS	JL. Teluk Betung No.31/Kebon Melati, Tanah Abang, Kota ADM.Jakarta, DKI Jakarta	'0017400268092000000000	THAILAND		LAEM CHABANG	INDONESIA	KABUPATEN PELALAWAN	Buatan	Laut	VISION 208	027-2502	Bag	200		2025-T2.0-1400.0-K.9.2-000276	BAGND7K	22/09/2025 08:21	Produk tumbuhan yang tidak diolah - Berbentuk biji, butiran, tepung, bubuk, serbuk, serat, pelet, lempengan/cake	TEPUNG TAPIOKA	TEPUNG TAPIOKA	'11081400	170,6	0	0	0	0	0	0	170,6	ton	984.640.000	"No. CXDU2338580 Seal: YMAT833024; No. TIIU2018467 Seal: YMAT833002; No. YMMU1255322 Seal: YMAT833022; No. TLLU2242191 Seal: YMAT833013; No. TLLU2020996 Seal: YMAT833023; No. SEGU1394280 Seal: YMAT833021; No. TEMU0745766 Seal: YMAT833012; No. YMLU3625649 Seal: YMAT833014; No. YMMU1241606 Seal: YMAT833020; No. TLLU2367645 Seal: YMAT833001"	"Bill of Lading (BL) No. SB/BV208-027/2502 Tanggal: 2025-09-15; Packing List No. 347/25 Tanggal: 2025-08-25; Phytosanitary Certificate No. TH6809001729 Tanggal: 2025-09-15; Invoice No. 347/25 Tanggal: 2025-08-25"
PTK	14000IMT250218090500VZOI6P	18/02/2025 09:56	2025-T2.0-1400.0-K.1.1-000065	19/02/2025 08:45	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	UPT Induk		BUATAN	19/02/2025 09:00	PT. RIAU ANDALAN PAPERBOARD INTERNATIONAL	JL.M.H. Thamrin No.31. Kebon Melati, Tanah Abang, Kota ADM.Jakarta Pusat, DKI Jakarta 10230	'0967025974072000000000	FORINDO PTE LTD ON BEHALF OF EIAM THONGCHAI INDUSTRY CO., LTD	BLK 513 KAMPONG BAHRU ROAD HEX01-121 KEPPEL DISTRIPARK SINGAPORE 099449	'099449	PT. RIAU ANDALAN PAPERBOARD INTERNATIONAL	JL.M.H. Thamrin No.31. Kebon Melati, Tanah Abang, Kota ADM.Jakarta Pusat, DKI Jakarta 10230	'0967025974072000000000	THAILAND		LAEM CHABANG	INDONESIA	KABUPATEN PELALAWAN	Buatan	Laut	MARCOPOLO 906-012	2504	Bag	400		2025-T2.0-1400.0-K.9.2-000065	2OD2JNF	20/02/2025 08:50	Produk tumbuhan yang tidak diolah - Berbentuk biji, butiran, tepung, bubuk, serbuk, serat, pelet, lempengan/cake	TEPUNG TAPIOKA	TEPUNG TAPIOKA	'11081400	343,6	0	0	0	0	0	0	343,6	ton	1.985.600.000	"No. ONEU2369144 Seal: THBJ27147; No. ONEU2397779 Seal: THBJ28289; No. ONEU2125050 Seal: THBJ28269; No. ONEU2417622 Seal: THBJ28293; No. ONEU2036890 Seal: THBJ28292; No. BMOU1457647 Seal: THBJ27190; No. SEKU1507842 Seal: THBJ27163; No. NYKU3758760 Seal: THBJ28294; No. TCLU2948908 Seal: THBJ28295; No. ONEU3106327 Seal: THBJ27189; No. TGBU3295045 Seal: THBJ28288; No. ONEU2386141 Seal: THBJ27162; No. GESU3678927 Seal: THBJ28285; No. ONEU2120911 Seal: THBJ27165; No. FBIU0325215 Seal: THBJ27164; No. ONEU3240315 Seal: THBJ27151; No. ONEU2630026 Seal: THBJ28270; No. NYKU3657810 Seal: THBJ27149; No. SEKU1524691 Seal: THBJ27150; No. TCLU3591862 Seal: THBJ28283"	"Bill of Lading (BL) No. SB/M906-012/2504 Tanggal: 2025-02-16; Packing List No. IVD68010015 Tanggal: 2025-01-15; Phytosanitary Certificate No. TH6802092018 Tanggal: 2025-02-04; Invoice No. IVD68010015 Tanggal: 2025-01-15"
PTK	14033IMT250425083425EMLCQM	25/04/2025 08:51	2025-T2.0-1403.3-K.1.1-000016	24/04/2025 08:52	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	Pelabuhan Laut Bengkalis	PELABUHAN PERIKANAN BENGKALIS		24/04/2025 08:07	CV. GRAHA JAYA MANDIRI	JL. YOS SUDARSO RT.004 RW.002 KEL. BENGKALIS KMOTA, KAB. BENGKALIS	'0933647752219000000000	SYARIKAT AMIN AGENCY	JL. SHAHBANDAR 83000 BATU PAHAT - MALAYSIA	'00	CV. GRAHA JAYA MANDIRI	JL. YOS SUDARSO RT.004 RW.002 KEL. BENGKALIS KMOTA, KAB. BENGKALIS	'0933647752219000000000	INDIA		Batu Pahat	INDONESIA	KABUPATEN BENGKALIS	Bengkalis	Laut	KLM. BINTANG JAYA-1	-	Bag, gunny	900	-	2025-T2.0-1403.3-K.9.2-000016	B94Q7WM	27/04/2025 17:26	Produk tumbuhan yang tidak diolah - Berbentuk biji, butiran, tepung, bubuk, serbuk, serat, pelet, lempengan/cake	KACANG TANAH	KACANG TANAH	'12024200	22,5	0	0	0	0	0	0	22,5	ton	675.000.000		"Phytosanitary Certificate No. 0620490 / MY0030365J12025 Tanggal: 2025-04-21; Certificate of Analysis (COA) No. LS/F/H8475/25 Tanggal: 2025-04-18; Bill of Lading (BL) No. SAA/016/0425 Tanggal: 2025-04-23"
PTK	14033IMT2510200847043NGC9M	20/10/2025 08:47	2025-T2.0-1403.3-K.1.1-000041	20/10/2025 08:50	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	Pelabuhan Laut Bengkalis	PELABUHAN PERIKANAN BENGKALIS		18/10/2025 14:07	CV. GRAHA JAYA MANDIRI	JL. YOS SUDARSO RT.004 RW.002 KEL. BENGKALIS KMOTA, KAB. BENGKALIS	'0933647752219000000000	SYARIKAT AMIN AGENCY	JL. SHAHBANDAR 83000 BATU PAHAT - MALAYSIA	'00	CV. GRAHA JAYA MANDIRI	JL. YOS SUDARSO RT.004 RW.002 KEL. BENGKALIS KMOTA, KAB. BENGKALIS	'0933647752219000000000	MALAYSIA		Batu Pahat	INDONESIA	KABUPATEN BENGKALIS	Bengkalis	Laut	KLM. BINTANG JAYA I	-	Bag, gunny	1200	-	2025-T2.0-1403.3-K.9.2-000041	RQGJB5L	22/10/2025 11:00	Hasil Tumbuhan / Non Benih - Berbentuk biji	KACANG TANAH	KACANG TANAH	'12024200	30	0	0	0	0	0	0	30	ton	600.000.000		"Certificate of Analysis (COA) No. LS/F/I1037/25 Tanggal: 2025-10-13; Prior Notice No. T.20251016.YDVSS0 Tanggal: 2025-10-16; Phytosanitary Certificate No. 0660880 / MY0084577J12025 Tanggal: 2025-10-14"
PTK	14000IMT2502241013039W3EVP	24/02/2025 11:05	2025-T2.0-1400.0-K.1.1-000071	25/02/2025 07:42	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	UPT Induk			26/02/2025 11:37	PT. RIAU ANDALAN KERTAS	JL. Teluk Betung No.31/Kebon Melati, Tanah Abang, Kota ADM.Jakarta, DKI Jakarta	'0017400268092000000000	FORINDO PTE LTD ON BEHALF OF EIAM THONGCHAI INDUSTRY CO., LTD	BLOK 513 KAMPONG BAHRU ROAD HEX01-121 KEPPEL DISTRIPARK SINGAPORE 099449	'099449	PT. RIAU ANDALAN KERTAS	JL. Teluk Betung No.31/Kebon Melati, Tanah Abang, Kota ADM.Jakarta, DKI Jakarta	'0017400268092000000000	THAILAND		LAEM CHABANG	INDONESIA	KABUPATEN PELALAWAN	Buatan	Laut	MTS 39 BG INDO SUKSES 39	V 225PS	Bag	1200		2025-T2.0-1400.0-K.9.2-000071	WXU5TI	26/02/2025 08:32	Produk tumbuhan yang tidak diolah - Berbentuk biji, butiran, tepung, bubuk, serbuk, serat, pelet, lempengan/cake	TEPUNG TAPIOKA	TEPUNG TAPIOKA	'11081400	1.030,80	0	0	0	0	0	0	1.030,80	ton	5.851.085.415	"No. BLZU2118085 Seal: BLPL06510; No. RFCU2142020 Seal: BLPL05669; No. BLZU2115321 Seal: BLPL06539; No. TTNU1750219 Seal: BLPL06564; No. TRHU1279882 Seal: BLPL06540; No. BLZU2115086 Seal: BLPL05668; No. BLZU2123409 Seal: BLPL06835; No. BSIU3200078 Seal: BLPL06563; No. BSIU3201557 Seal: BLPL06501; No. BLZU2200423 Seal: BLPL06505; No. BLZU1204825 Seal: BLPL05644; No. TCKU1040734 Seal: BLPL06838; No. TRHU1926232 Seal: BLPL05641; No. BLZU2122505 Seal: BLPL06845; No. TRHU1282016 Seal: BLPL06506; No. TCKU1082703 Seal: BLPL06892; No. RFCU2201231 Seal: BLPL06503; No. BLZU2115337 Seal: BLPL06847; No. BLZU2146873 Seal: BLPL06568; No. TTNU1671505 Seal: BLPL05642; No. TIIU2360680 Seal: BLPL05670; No. TCKU1072109 Seal: BLPL06836; No. GESU1165139 Seal: BLPL05645; No. TEMU2673393 Seal: BLPL06837; No. TRHU1280142 Seal: BLPL06575; No. BLZU2204563 Seal: BLPL05663; No. BLZU2126861 Seal: BLPL06870; No. TIIU2360150 Seal: BLPL05664; No. TCKU1082679 Seal: BLPL06566; No. GESU2800331 Seal: BLPL05649; No. TIIU2360145 Seal: BLPL06867; No. BLZU2204809 Seal: BLPL06578; No. BLZU2080375 Seal: BLPL06834; No. BLZU2205786 Seal: BLPL05648; No. DRYU2563372 Seal: BLPL06535; No. BLZU1203270 Seal: BLPL06538; No. TCKU1308719 Seal: BLPL05647; No. TRHU2962698 Seal: BLPL06833; No. BLZU1200440 Seal: BLPL06891; No. BLZU2123332 Seal: BLPL06567; No. TEMU2843571 Seal: BLPL06580; No. TRHU1226814 Seal: BLPL06868; No. TCKU1400635 Seal: BLPL05702; No. BLZU2202468 Seal: BLPL06502; No. TEMU2502050 Seal: BLPL06577; No. BLZU1209560 Seal: BLPL05643; No. GESU3664179 Seal: BLPL06840; No. TIIU2360192 Seal: BLPL05661; No. BLZU2120903 Seal: BLPL06894; No. BLZU2147000 Seal: BLPL06508; No. MGEU1000793 Seal: BLPL06504; No. TCKU1083058 Seal: BLPL05646; No. TCKU1493411 Seal: BLPL06537; No. TEMU2502512 Seal: BLPL06576; No. BLZU2201570 Seal: BLPL06831; No. TCKU1079973 Seal: BLPL06839; No. BLZU2118470 Seal: BLPL06850; No. BLZU2118315 Seal: BLPL05650; No. BLZU2124410 Seal: BLPL06832; No. BLZU2141589 Seal: BLPL06849"	"Phytosanitary Certificate No. TH6802002016 Tanggal: 2025-02-04; Bill of Lading (BL) No. PKGBUN250203 Tanggal: 2025-02-20; Packing List No. IVD68010012 Tanggal: 2025-01-13; Invoice No. IVD68010012 Tanggal: 2025-01-13"
PTK	14000IMT241118071756IPPXIP	18/11/2024 07:23	2024-T2.0-1400.0-K.1.1-000019	18/11/2024 07:48	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	UPT Induk	"Gudang PT. Indah Kiat Pulp &#38; Paper Tbk"	Jl. Raya Minas-Perawang Km 26, Kec. Tualang, Kab. Siak 28772 Riau-Indonesia	18/11/2024 09:30	PT. INDAH KIAT PULP & PAPER TBK	JL. RIAU NO.105	'0010005668092000092000	MANILDRA STARCHES PTY LTD	6 FRANK STREET GLADESVILLE NSW 2111 AUSTRALIA	'0	PT. INDAH KIAT PULP & PAPER TBK	JL. RIAU NO.105	'0010005668092000092000	AUSTRALIA		Sydney	INDONESIA	KABUPATEN SIAK	Perawang, Sumatra	Laut	MARCOPOLO 178	SP254	Bag	400		2024-T2.0-1400.0-K.9.2-000019	Y7I8QSK	19/11/2024 08:30	Produk tumbuhan yang tidak diolah - Berbentuk biji, butiran, tepung, bubuk, serbuk, serat, pelet, lempengan/cake	TEPUNG GANDUM	WHEAT STARCH	'11081100	361,112	0	0	0	0	0	0	361,112	ton	2.677.769.280	"No. CSNU1513820 Seal: ; No. CSNU1966832 Seal: ; No. OOCU0685214 Seal: ; No. OOLU2990527 Seal: ; No. TLLU3018910 Seal: ; No. GCXU2463840 Seal: ; No. CSNU1874696 Seal: ; No. TRHU3595508 Seal: ; No. CSNU1531260 Seal: ; No. TLLU2687438 Seal: ; No. OOLU0553322 Seal: ; No. DFSU1619101 Seal: ; No. OOLU0629747 Seal: ; No. OOLU0464009 Seal: ; No. BMOU1657178 Seal: ; No. CBHU4441222 Seal: ; No. OOLU0790324 Seal: ; No. OOLU1990630 Seal: ; No. CSLU1630521 Seal: ; No. FTAU1389896 Seal:"	"Bill of Lading (BL) No. SP/M178-254/2401 Tanggal: 2024-11-14; Packing List No. 65803 Tanggal: 2024-10-23; Invoice No. 65803 Tanggal: 2024-10-23; Phytosanitary Certificate No. 11236662 Tanggal: 2024-10-25"
